1	0	11642719	1
1	0	11695244	1
1	0	11700040	1
1	0	11733969	1
1	0	11741909	1
1	0	11748297	1
1	0	11751405	1
1	0	11751903	1
1	0	11756412	1
1	0	11762751	1
1	0	11781193	1
1	0	11809712	1
1	0	11842244	1
1	0	11872638	1
1	0	11877274	1
1	0	11877298	1
1	0	11877436	1
1	0	11882322	1
1	0	11893252	1
1	0	11911463	1
1	0	11943869	1
1	0	11953864	1
1	0	11956602	1
1	0	11968052	1
1	0	11989975	1
1	0	12015083	1
1	0	12025230	1
1	0	12046058	1
1	0	12052868	1
1	0	12052868	1
1	0	12054510	1
1	0	12054572	1
1	0	12054658	1
1	0	12055678	1
1	0	12058028	1
1	0	12111504	1
1	0	12123335	1
1	0	12138103	1
1	0	12145325	1
1	0	12151346	1
1	0	12151347	1
1	0	12151395	1
1	0	12168821	1
1	0	12204872	1
1	0	12205674	1
1	0	12354776	1
1	0	12359245	1
1	0	12370305	1
1	0	12379120	1
1	0	12384701	1
1	0	12388558	1
1	0	12393707	1
1	0	12396717	1
1	0	12400017	1
1	0	12412576	1
1	0	12429910	1
1	0	12441075	1
1	0	12457968	1
1	0	12474524	1
1	0	12513833	1
1	0	12517948	1
1	0	12531694	1
1	0	12545156	1
2	0	12101238	1
2	0	12527917	1
3	0	11731410	1
3	0	11861293	1
3	0	11861295	1
3	0	12080468	1
3	0	12091359	1
3	0	12127395	1
3	0	12203785	1
3	0	12210491	1
3	0	12393285	1
3	0	12435397	1
3	0	12505259	1
4	0	11937263	1
4	0	11943656	1
4	0	11973338	1
4	0	12008951	1
4	0	12016100	1
4	0	12215437	1
4	0	12243757	1
4	0	12438323	1
5	0	11580237	1
5	0	11781706	1
5	0	11973623	1
5	0	11981020	1
5	0	11981021	1
5	0	11994009	1
5	0	12080117	1
5	0	12237328	1
5	0	12239220	1
5	0	12356883	1
6	0	11841486	1
6	0	11914751	1
6	0	11916169	1
6	0	11953202	1
6	0	11972882	1
6	0	12021129	1
6	0	12021132	1
6	0	12021143	1
6	0	12027934	1
6	0	12028537	1
6	0	12039527	1
6	0	12070003	1
6	0	12070003	1
6	0	12090587	1
6	0	12145745	1
6	0	12358858	1
6	0	12410803	1
6	0	12513847	1
7	0	11923474	1
7	0	11940567	1
7	0	12106016	1
7	0	12223098	1
7	0	12351625	1
7	0	12370803	1
7	0	12478664	1
7	0	12552091	1
8	0	11857565	1
8	0	11943741	1
8	0	12040016	1
8	0	12088926	1
8	0	12091390	1
8	0	12444891	1
8	0	12519858	1
9	0	11849386	1
9	0	12067712	1
9	0	12111700	1
9	0	12111700	1
9	0	12538345	1
10	0	11686318	1
10	0	11994010	1
10	0	12029084	1
10	0	12052963	1
10	0	12063259	1
10	0	12067914	1
10	0	12091344	1
10	0	12091346	1
10	0	12193972	1
10	0	12200374	1
10	0	12407115	1
11	0	11685227	1
11	0	11822867	1
11	0	11884513	1
11	0	11973651	1
11	0	12027902	1
11	0	12038964	1
11	0	12115629	1
11	0	12117911	1
11	0	12169092	1
11	0	12181570	1
11	0	12239215	1
11	0	12376551	1
11	0	12377770	1
11	0	12393431	1
11	0	12393632	1
11	0	12453877	1
11	0	12524240	1
12	0	11964245	1
12	0	12169652	1
13	0	12172548	1
14	0	11856731	1
14	0	11927599	1
14	0	11956181	1
14	0	12016229	1
14	0	12416978	1
14	0	12427973	1
15	0	11937269	1
15	0	11940320	1
15	0	11986944	1
15	0	12177006	1
15	0	12612883	1
16	0	11901185	1
16	0	12105146	1
16	0	12105146	1
17	0	11564874	1
17	0	11905808	1
17	0	12384510	1
18	0	11374883	1
18	0	11406125	1
18	0	11812769	1
18	0	11897708	1
18	0	11919513	1
18	0	11964087	1
18	0	12031984	1
18	0	12172379	1
18	0	12204890	1
18	0	12218135	1
18	0	12413694	1
18	0	12488331	1
19	0	11743158	1
19	0	11997516	1
19	0	12461525	1
20	0	11441070	1
20	0	11466351	1
20	0	11695234	1
20	0	11714840	1
20	0	11727760	1
20	0	11752172	1
20	0	11836634	1
20	0	11881823	1
20	0	11937135	1
20	0	11937560	1
